GVKEY,Company,trimmed_company_name,Company_Handles,name,bio,join_date,tweets,following,followers,likes,media,private,verified
8823,PULTEGROUP INC,pultegroup inc,PulteHomes,Pulte Homes,Pulte Homes are built for life and how you live it! Homeowner assistance: socialcare@pultegroup.com.,07-10-2008,7237.0,2500.0,30858.0,2240.0,2690.0,False,True
9850,SOUTHERN CO,southern co,southerncompany,Southern Company,America's premier energy company building the future of energy through its subsidiaries.,15-08-2008,5607.0,964.0,60643.0,6617.0,990.0,False,True
10190,SUPERVALU INC,supervalu,supervaluirl,SuperValu Ireland,"SuperValu is Ireland’s leading food retailer with 220 stores nationwide. Follow us for the latest news on great offers, competitions, recipes & more. #SuperValu",04-03-2011,20286.0,4627.0,46346.0,18452.0,2700.0,False,True
11264,WALGREENS BOOTS ALLIANCE INC,walgreens boots alliance,walgreens,Walgreens,We champion the health and well-being of every community in America.,10-06-2009,71701.0,1038.0,854533.0,13287.0,2121.0,False,True
20779,CISCO SYSTEMS INC,cisco systems,Cisco,Cisco,"Official info on Cisco news, events and technology innovation. For help, reach out to @Cisco_Support or @HeyCisco.",06-08-2008,19411.0,2906.0,713291.0,9261.0,6054.0,False,True
25056,TIME WARNER INC,time warner inc,WarnerBros,Warner Bros.,Welcome to the official Twitter page for Warner Bros. Entertainment.,10-03-2009,8898.0,285.0,2263636.0,916.0,1480.0,False,True
26304,CSRA INC,csra inc,CSRA_inc,CSRA Inc.,"Every day CSRA brings next generation thinking, delivered today.",14-11-2015,2565.0,238.0,3723.0,1564.0,961.0,False,True
29155,CARS.COM INC,cars.com inc,carsdotcom,Cars.com,"With over half a billion connections made, just tell us what you like and meet a car you'll love. #WeMetOnCars",09-05-2007,34562.0,1568.0,132165.0,6742.0,8736.0,False,True
61567,LAUDER (ESTEE) COS INC -CL A,lauder (estee),EsteeLauder,Estée Lauder,“Be aware of your infinite possibilities.” - Estée Lauder 💄 Discover all things beauty from Estée Lauder.,29-04-2011,14942.0,462.0,416836.0,7402.0,3971.0,False,True
65345,AMERICAN CAPITAL LTD,american capital ltd,abcapital,Aditya Birla Capital,Protecting | Investing | Financing,29-03-2017,3479.0,65.0,22118.0,359.0,198.0,False,True
138205,ILLUMINA INC,illumina inc,illumina,Illumina,Illumina is dedicated to advancing human health by unlocking the power of the genome.,10-06-2009,14116.0,9653.0,84362.0,8229.0,1080.0,False,True
162448,ALPHA NATURAL RESOURCES INC,alpha natural resources,ONresources,Ontario MNRF,Official account of Ontario’s Ministry of Natural Resources and Forestry. Terms of use https://t.co/ppsyJGAMDj. En français @ONressources,06-02-2009,11005.0,1756.0,32352.0,2318.0,4107.0,False,True
174130,EMBARQ CORP,embarq corp,centurylink,CenturyLink,Transforming lives and businesses through innovative technology solutions. Follow along. Customer support available @CenturyLinkHelp.,02-06-2009,10240.0,449.0,39050.0,3473.0,3048.0,False,True
179621,PHILIP MORRIS INTERNATIONAL,philip morris international,InsidePMI,Philip Morris International,We’re designing a #smokefree future. Find out how: https://t.co/R6mvUvv9fz #Unsmoke Your Mind,30-10-2012,7481.0,126.0,28656.0,642.0,3728.0,False,True
