CEO Name,Company,GVKEY,EXECID,YEAR,trimmed_company_name,Company_Handles,small_username,id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
Robert J. Stevens,LOCKHEED MARTIN CORP,6774,20910,2007,lockheed martin,LockheedMartin,lockheedmartin,42871498,Lockheed Martin,LockheedMartin,"Customer focus, innovation and purpose are built into everything we do. Lockheed Martin. Your Mission Is Ours®.","Bethesda, MD",http://t.co/imvHwg0jHT,27-05-2009,12:34:04 UTC,16706,421,446120,8226,6221,FALSE,TRUE,https://pbs.twimg.com/profile_images/1067242179955896320/mKdx6PgL_normal.jpg,https://pbs.twimg.com/profile_banners/42871498/1588177048
James S. Tisch,LOEWS CORP,6781,993,2007,loews,Lowes,lowes,19336500,Lowe's,Lowes,"As our daily routines change, so do our homes. We’re with you every step of the way as your #HomeBecomes more than it ever has before.","Corporate HQ, Mooresville, NC",https://t.co/de8IyEUI91,22-01-2009,12:39:00 UTC,164845,12213,282719,5364,3416,FALSE,TRUE,https://pbs.twimg.com/profile_images/1250825926943834113/e3cKSQQt_normal.png,https://pbs.twimg.com/profile_banners/19336500/1608981922
Robert Alan Niblock,LOWE'S COS INC,6829,26697,2007,lowe'ss,Lowes,lowes,19336500,Lowe's,Lowes,"As our daily routines change, so do our homes. We’re with you every step of the way as your #HomeBecomes more than it ever has before.","Corporate HQ, Mooresville, NC",https://t.co/de8IyEUI91,22-01-2009,12:39:00 UTC,164845,12213,282719,5364,3416,FALSE,TRUE,https://pbs.twimg.com/profile_images/1250825926943834113/e3cKSQQt_normal.png,https://pbs.twimg.com/profile_banners/19336500/1608981922
Robert A. Eckert,MATTEL INC,7116,18517,2007,mattel,Mattel,mattel,98458823,MATTEL,Mattel,We are a creations company that inspires the wonder of childhood!,,https://t.co/CXxpcDez6Q,21-12-2009,20:01:40 UTC,19387,511,191707,10579,1573,FALSE,TRUE,https://pbs.twimg.com/profile_images/1280939428739858432/UKfWlXuW_normal.jpg,https://pbs.twimg.com/profile_banners/98458823/1568996019
James A. Skinner,MCDONALD'S CORP,7154,14881,2007,mcdonald's,McDonalds,mcdonalds,71026122,McDonald's,McDonalds,Grimace is a close personal friend of mine,,https://t.co/wfCjdnBm7e,02-09-2009,17:46:43 UTC,673416,13616,3737575,8675,8027,FALSE,TRUE,https://pbs.twimg.com/profile_images/1334527633992761344/kwlzzLs6_normal.png,https://pbs.twimg.com/profile_banners/71026122/1608818498
"Harold Whittlesey McGraw, III",S&P GLOBAL INC,7163,1280,2007,s&p global,SPGlobal,spglobal,110522065,S&P Global,SPGlobal,We accelerate progress in the world by delivering essential intelligence that's critical for decision-making.,Global,https://t.co/VBurGr8IKA,01-02-2010,21:10:41 UTC,15684,880,25484,2040,7591,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278426189695238151/dG5Rj2Ac_normal.jpg,https://pbs.twimg.com/profile_banners/110522065/1603220141
John H. Hammergren,MCKESSON CORP,7171,13522,2007,mckesson,McKesson,mckesson,148872151,McKesson Corporation,McKesson,"We're a global healthcare company improving care in every setting — one product, one partner, one patient at a time.","Irving, TX",https://t.co/E6ZoSBOHlz,27-05-2010,20:50:35 UTC,6275,282,21843,1261,2725,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278397728645681152/H3WqMgp9_normal.jpg,https://pbs.twimg.com/profile_banners/148872151/1604378882
"William A. Hawkins, III",MEDTRONIC PLC,7228,25312,2007,medtronic plc,Medtronic,medtronic,52846066,Medtronic,Medtronic,"A global healthcare solutions company — committed to improving lives through our medical technologies, services, and solutions.  https://t.co/iIsZotRH8F",Minneapolis,https://t.co/SPqi0x6w0x,01-07-2009,20:48:12 UTC,4503,393,75965,323,1444,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278317869546209283/hDMNFF2F_normal.png,https://pbs.twimg.com/profile_banners/52846066/1593609706
Thomas M. Ryan,CVS HEALTH CORP,7241,13499,2007,cvs health,cvshealth,cvshealth,122473388,CVS Health,CVSHealth,We are health care innovators with a simple and clear purpose: Helping people on their path to better health. Celebrating our CVS heroes: https://t.co/feddaBmZK5,United States,https://t.co/Z5f3bPbOLH,12-03-2010,20:58:11 UTC,12033,5542,61524,18368,1706,FALSE,TRUE,https://pbs.twimg.com/profile_images/881914686479794176/_vN07c3z_normal.jpg,https://pbs.twimg.com/profile_banners/122473388/1575302227
Richard T. Clark,MERCK & CO,7257,28108,2007,merck &,Merck,merck,35961145,Merck,Merck,We have always been and always will be inventing for the single greatest purpose: Life. Intended for U.S. residents only. FLS: https://t.co/unmH53cudx,"Kenilworth, NJ",https://t.co/7E9xWA9zUg,28-04-2009,02:40:05 UTC,8596,1000,201661,2067,2520,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278290042830688259/AfSQmIbf_normal.jpg,https://pbs.twimg.com/profile_banners/35961145/1603397513
Stephen M. Lacy,MEREDITH CORP,7260,17849,2007,meredith,meredith976,meredith976,108623808,Meredith Montero 🇻🇪,meredith976,"Con mi Virgen siempre! De pie por 🇻🇪 Tarot ,Numerología Eres un ser único,eres un ser luz !#LaSuerteEstaEchada #LosAstros @encuentrodeluz1","ÜT: 10.370526,-66.985415",https://t.co/DUsH1Tehvd,26-01-2010,14:49:13 UTC,97427,1755,199653,10628,9876,FALSE,TRUE,https://pbs.twimg.com/profile_images/3392536431/62b04d8593e4be8b7a33c2e142d9a9d5_normal.jpeg,https://pbs.twimg.com/profile_banners/108623808/1537752283
Steven R. Appleton,MICRON TECHNOLOGY INC,7343,5088,2007,micron technology,MicronTech,microntech,19037711,Micron Technology,MicronTech,We're accelerating the transformation of information to intelligence.,"Boise, ID",https://t.co/isbzHo2YLl,15-01-2009,20:35:42 UTC,4386,1524,20946,3210,1690,FALSE,TRUE,https://pbs.twimg.com/profile_images/1318247409986592768/j_eMZYxk_normal.jpg,https://pbs.twimg.com/profile_banners/19037711/1603129651
J. Wayne Leonard,ENTERGY CORP,7366,3091,2007,entergy,entergy,entergy,34407641,Entergy,Entergy,"This page is monitored during business hours. For customer service, please call 1-800-368-3749. To report power outages & emergencies, 1-800-968-8243.","New Orleans, LA",https://t.co/VtfZTSxcOl,22-04-2009,21:37:29 UTC,9926,324,17337,2743,1877,FALSE,TRUE,https://pbs.twimg.com/profile_images/877228900723687424/lfLM4lmQ_normal.jpg,https://pbs.twimg.com/profile_banners/34407641/1592320711
George W. Buckley,3M CO,7435,16459,2007,3m,3M,3m,378197959,3M,3M,"Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #LifeWith3M","St Paul, MN",http://t.co/kRd2k9CCzD,22-09-2011,20:12:19 UTC,11564,4947,1406564,19586,2401,FALSE,TRUE,https://pbs.twimg.com/profile_images/723375867582287873/mfa49ac6_normal.jpg,https://pbs.twimg.com/profile_banners/378197959/1585769184
Edward J. Zander,MOTOROLA SOLUTIONS INC,7585,3309,2007,motorola solutions,motosolutions,motosolutions,195702287,Motorola Solutions,MotoSolutions,"#MotorolaSolutions, a global leader in mission-critical communications and analytics, makes cities safer and help communities and businesses thrive.","Chicago, IL",http://t.co/XxREjRgLJk,27-09-2010,11:21:04 UTC,15225,3206,26176,10950,4926,FALSE,TRUE,https://pbs.twimg.com/profile_images/1058450890875637760/Ewt7kWZC_normal.jpg,https://pbs.twimg.com/profile_banners/195702287/1600867261
Kenneth D. Lewis,BANK OF AMERICA CORP,7647,3028,2007,bank of america,bankofamerica,bankofamerica,204881628,Bank of America,BankofAmerica,"The power to connect with people and exchange ideas. For account issues, please use @BofA_Help",,https://t.co/k4EWD7qzKR,19-10-2010,17:29:28 UTC,10095,679,558019,6056,1996,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278309284074475532/-A5LB-Vp_normal.jpg,https://pbs.twimg.com/profile_banners/204881628/1606918317
William R. Nuti,NCR CORP,7648,26171,2007,ncr,NCRCorporation,ncrcorporation,26061631,NCR Corporation,NCRCorporation,"Shaping how people bank, shop, eat & travel since 1884. 🧾🛒📱🍽 iNCRedibles, show us your #NCRLife. 💚","Atlanta, GA",https://t.co/2p4f5akAJj,23-03-2009,18:44:42 UTC,15961,6971,21166,10883,3670,FALSE,TRUE,https://pbs.twimg.com/profile_images/1277706681473019910/_7EBPUwP_normal.jpg,https://pbs.twimg.com/profile_banners/26061631/1583437663
Janet L. Robinson,NEW YORK TIMES CO  -CL A,7866,16305,2007,new york times  -cl a,NYTimes,nytimes,807095,The New York Times,nytimes,News tips? Share them here: https://t.co/ghL9OoYKMM,New York City,http://t.co/ahvuWqicF9,02-03-2007,20:41:42 UTC,418831,903,48776325,18370,51423,FALSE,TRUE,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,https://pbs.twimg.com/profile_banners/807095/1584666392
Mark G. Parker,NIKE INC  -CL B,7906,3048,2007,nike ,Nike,nike,,,,,,,,,,,,,,,TRUE,,
Blake W. Nordstrom,NORDSTROM INC,7922,16693,2007,nordstrom,nordstrom,nordstrom,15162193,Nordstrom,Nordstrom,Serving customers since 1901. Tweeting since 2008. Customer service: 1-888-282-6060 #nordstrom,"Seattle, WA",https://t.co/1xSxRZbuQq,18-06-2008,20:29:56 UTC,284430,53000,718646,4047,4249,FALSE,TRUE,https://pbs.twimg.com/profile_images/1159166317032685568/hAlvIeYD_normal.png,https://pbs.twimg.com/profile_banners/15162193/1578413458
Charles W. Shivery,EVERSOURCE ENERGY,7970,5700,2007,eversource energy,EversourceCT,eversourcect,34711477,Eversource CT,EversourceCT,Eversource is New England's largest energy delivery company.,"Berlin, Connecticut",https://t.co/v11sHE5rwf,23-04-2009,19:58:16 UTC,15640,412,62430,744,1918,FALSE,TRUE,https://pbs.twimg.com/profile_images/562218141212618752/lM_bdROz_normal.png,https://pbs.twimg.com/profile_banners/34711477/1548861630
"William A. Osborn, M.B.A.",NORTHERN TRUST CORP,7982,4228,2007,northern trust,NorthernTrust,northerntrust,308506248,Northern Trust,NorthernTrust,"Global leader in wealth management, asset servicing and asset management delivering expert advice, educational thought leadership and news.","Chicago, IL",https://t.co/2NAkQVck2M,31-05-2011,14:41:10 UTC,3834,677,17126,277,601,FALSE,TRUE,https://pbs.twimg.com/profile_images/694191842116702209/c7PbDDQk_normal.jpg,https://pbs.twimg.com/profile_banners/308506248/1501096229
Ronald D. Sugar,NORTHROP GRUMMAN CORP,7985,16364,2007,northrop grumman,northropgrumman,northropgrumman,15840909,Northrop Grumman,northropgrumman,"Northrop Grumman solves the toughest problems in space, aeronautics, defense and cyberspace to meet the ever-evolving needs of our customers worldwide.","Falls Church, VA",https://t.co/ay2kDRYSYd,13-08-2008,19:13:06 UTC,12989,664,227042,3522,3186,FALSE,TRUE,https://pbs.twimg.com/profile_images/1216858954900365313/COft9K2a_normal.jpg,https://pbs.twimg.com/profile_banners/15840909/1598367557
Richard M. Kovacevich,WELLS FARGO & CO,8007,1328,2007,wells fargo &,WellsFargo,wellsfargo,1178011,Wells Fargo,WellsFargo,"Follow along for all the latest company news and updates. For customer service queries, please follow @Ask_WellsFargo.","San Francisco, CA",https://t.co/HRYGOqG4rR,14-03-2007,19:59:16 UTC,20926,307,322812,81604,2548,FALSE,TRUE,https://pbs.twimg.com/profile_images/1336717992831430657/HdqvXIvG_normal.png,https://pbs.twimg.com/profile_banners/1178011/1609797803
James E. Rohr,PNC FINANCIAL SVCS GROUP INC,8245,1311,2007,pnc financial svcs group,PNCBank,pncbank,40059448,PNC Bank,PNCBank,"Official handle of PNC Bank, providing insights and info to help make the steps for achieving your financial goals easier. For customer service: @PNCBank_Help.",Pittsburgh PA,https://t.co/6gbhfdGHn9,14-05-2009,18:54:33 UTC,9444,4442,33756,1845,541,FALSE,TRUE,https://pbs.twimg.com/profile_images/1017509426046164993/pdWs3Eci_normal.jpg,https://pbs.twimg.com/profile_banners/40059448/1543521839
Peter A. Darbee,PG&E CORP,8264,20327,2007,pg&e,pge4me,pge4me,31496613,PG&E,PGE4Me,"The official account of Pacific Gas and Electric Company. For emergency assistance call 911, for non-emergencies: 1-800-743-5000.","We're here from 8-5, Mon-Fri.",http://t.co/l94MP6zgJo,15-04-2009,19:43:47 UTC,15859,1567,133074,1552,3740,FALSE,TRUE,https://pbs.twimg.com/profile_images/909844968776200192/XbpJYRMy_normal.jpg,https://pbs.twimg.com/profile_banners/31496613/1599589398
Jonathan J. Judge,PAYCHEX INC,8402,28725,2007,paychex,Paychex,paychex,39750799,Paychex,Paychex,Supporting business owners and HR professionals to help make the complex simple. For 24/7 service: @PaychexService,"Rochester, NY (and the U.S.)",https://t.co/VJfZ3J9qks,13-05-2009,13:35:10 UTC,16492,612,11720,3532,4830,FALSE,TRUE,https://pbs.twimg.com/profile_images/1039620857327439872/Cy1Gu7pn_normal.jpg,https://pbs.twimg.com/profile_banners/39750799/1603313431
"Myron E. Ullman, III",PENNEY (J C) CO,8446,28166,2007,penney (j c),JCPenney,jcpenney,17448575,JCPenney,jcpenney,"Your stylish & fun friend who doesn’t talk too much! 😎
Customer service: DM or call 1.800.322.1189 📱
Responses may be delayed due to pandemic 😷","jcp.com, app, and social",https://t.co/0iuBBdm2VT,17-11-2008,19:52:00 UTC,62348,62,439852,55324,5598,FALSE,TRUE,https://pbs.twimg.com/profile_images/1191471441411297280/gNW8H-o7_normal.jpg,https://pbs.twimg.com/profile_banners/17448575/1605554502
James H. Miller,PPL CORP,8455,24442,2007,ppl,PPLElectric,pplelectric,100522040,PPL Electric,PPLElectric,News & tips from utility serving central/eastern PA. We’re on Twitter 8 am-7 pm Mon-Fri. Call 1-800-342-5775 or visit us online to report outages & emergencies.,"Allentown, PA",https://t.co/v8iPN2Z5zM,30-12-2009,15:21:43 UTC,12401,1702,13086,4735,2351,FALSE,TRUE,https://pbs.twimg.com/profile_images/2992004035/984a67d211e7159b1ee0ea1da894ece8_normal.png,https://pbs.twimg.com/profile_banners/100522040/1609862114
"Indra K. Nooyi, M.P.P.M.",PEPSICO INC,8479,18812,2007,pepsico,Pepsi,pepsi,18139619,Pepsi,pepsi,"If you’re looking for hot takes and cold Pepsi, you’ve come to the right place.",,https://t.co/cvzvrOX7Kd,15-12-2008,16:26:23 UTC,54756,38899,2999906,6069,3614,FALSE,TRUE,https://pbs.twimg.com/profile_images/1255241280856227841/Pcm8Xpj4_normal.jpg,https://pbs.twimg.com/profile_banners/18139619/1583264013
"Jeffrey B. Kindler, J.D.",PFIZER INC,8530,14882,2007,pfizer,pfizer,pfizer,56488059,Pfizer Inc.,pfizer,Breakthroughs that change patients' lives. Visit https://t.co/YjZgM19rTC to learn more. https://t.co/K5kUC0gbrs,"New York, NY",https://t.co/YGqLZyvAi4,13-07-2009,20:48:42 UTC,9846,2374,366388,526,4765,FALSE,TRUE,https://pbs.twimg.com/profile_images/1346412505036369927/6pLp1QEA_normal.jpg,https://pbs.twimg.com/profile_banners/56488059/1609844732
John W. Rowe,EXELON CORP,8539,675,2007,exelon,Exelon,exelon,62643747,Exelon Corporation,Exelon,"We believe that reliable, clean and affordable energy is essential to a brighter, more sustainable future. That's performance that drives progress.",Headquartered in Chicago,http://t.co/cytkcxdqgk,03-08-2009,22:44:55 UTC,5832,1379,20064,4553,1716,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278327844456804353/6Q5JJyK5_normal.jpg,https://pbs.twimg.com/profile_banners/62643747/1610138227
James J. Mulva,CONOCOPHILLIPS,8549,5960,2007,conocophillips,conocophillips,conocophillips,23449774,ConocoPhillips,conocophillips,We exist to power civilization - Tweets from the ConocoPhillips communications team,"HQ in Houston,TX",http://t.co/nVUiHQyBOK,09-03-2009,15:45:42 UTC,4984,212,165426,2293,1426,FALSE,TRUE,https://pbs.twimg.com/profile_images/461575602508537856/Ldhb9Wqi_normal.jpeg,https://pbs.twimg.com/profile_banners/23449774/1602011656
Emanuel Chirico,PVH CORP,8551,19333,2007,pvh,PVHCorp,pvhcorp,9.96E+17,PVHCorp,PVHCorp,"The Power of Us. The Power of PVH: CALVIN KLEIN, TOMMY HILFIGER, Van Heusen, IZOD, ARROW, Warner’s, Olga, Geoffrey Beene, True&Co","New York, NY",https://t.co/uGyrySBuAT,14-05-2018,13:01:16 UTC,750,44,2481,762,277,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278320616727359489/T7oNLP1d_normal.jpg,https://pbs.twimg.com/profile_banners/996012569117806595/1602199866
Murray D. Martin,PITNEY BOWES INC,8606,16723,2007,pitney bowes,pitneybowes,pitneybowes,33606835,Pitney Bowes,PitneyBowes,"Crafting commerce solutions in the areas of e-commerce, financing, shipping, and mailing. Visit @PBCares for customer service.","Stamford, CT",http://t.co/ESuQywVKjK,20-04-2009,18:17:24 UTC,35708,6565,28388,8215,15716,FALSE,TRUE,https://pbs.twimg.com/profile_images/555229540364992512/uqIGT_h5_normal.png,https://pbs.twimg.com/profile_banners/33606835/1587614374
Dennis R. Wraase,PEPCO HOLDINGS INC,8694,4704,2007,pepco holdings,PepcoConnect,pepcoconnect,20438137,Pepco,PepcoConnect,"For 24/7 restoration updates or to report an outage, https://t.co/255HqIIZjk, call 1-877-737-2662, or use our mobile app. Account not monitored 24 hours a day.",District of Columbia/Maryland,https://t.co/nHYUXoKYq9,09-02-2009,14:28:46 UTC,19963,1579,20807,3165,2080,FALSE,TRUE,https://pbs.twimg.com/profile_images/1100132106011885568/xqEMhVc4_normal.png,https://pbs.twimg.com/profile_banners/20438137/1561993465
Alan George Lafley,PROCTER & GAMBLE CO,8762,15843,2007,procter & gamble,proctergamble,proctergamble,27025414,Procter & Gamble,ProcterGamble,"All day, every day, P&G people are #SteppingUp and serving others as a #ForceForGood. Improving everyday life since 1837. #LeadWithLove","Cincinnati, OH, USA",https://t.co/Bvh0V6ihVx,27-03-2009,15:23:40 UTC,12738,1099,216504,12920,2761,FALSE,TRUE,https://pbs.twimg.com/profile_images/1217097455914954754/PrN2c_Ws_normal.jpg,https://pbs.twimg.com/profile_banners/27025414/1607602792
Keith D. Nosbusch,ROCKWELL AUTOMATION,9203,17969,2007,rockwell automation,ROKAutomation,rokautomation,44627268,Rockwell Automation,ROKAutomation,Rockwell Automation Inc. (NYSE: ROK) We are #ExpandingHumanPossibility by connecting the imaginations of people with the potential of technology,"Milwaukee, WI",https://t.co/4BvXQJps2D,04-06-2009,14:28:40 UTC,10216,2372,39248,11412,4216,FALSE,TRUE,https://pbs.twimg.com/profile_images/1059868836231569408/EDis3zJ9_normal.jpg,https://pbs.twimg.com/profile_banners/44627268/1608308402
Gary W. Rollins,ROLLINS INC,9225,4889,2007,rollins,wwerollins,wwerollins,122555803,Seth Rollins,WWERollins,Visionary. Leader. Monday Night Messiah.,"Davenport, IA",https://t.co/jSnNpzfVkH,13-03-2010,03:31:23 UTC,11093,206,3841259,1,1002,FALSE,TRUE,https://pbs.twimg.com/profile_images/1234894502458011653/2ZbJSOAu_normal.jpg,https://pbs.twimg.com/profile_banners/122555803/1583256768
Steven A. Burd,SAFEWAY INC,9359,826,2007,safeway,Safeway,safeway,29286254,Safeway,Safeway,"We're a part of your neighborhood, providing fresh ingredients and more ways to save. https://t.co/by9SDvE9Na",,http://t.co/by9SDvmyoA,06-04-2009,20:33:20 UTC,71556,3269,77150,8620,1244,FALSE,TRUE,https://pbs.twimg.com/profile_images/1224432805343453185/9RiWXbgQ_normal.jpg,https://pbs.twimg.com/profile_banners/29286254/1609960009
Daniel J. Starks,ST JUDE MEDICAL INC,9372,14772,2007,st jude medical,StJude,stjude,9624042,St. Jude,StJude,"@StJude Children's Research Hospital ® is leading the way the world understands, treats and defeats childhood cancer.","Memphis, TN",http://t.co/XozKAQUFaf,23-10-2007,14:30:39 UTC,10814,781,429236,40849,2779,FALSE,TRUE,https://pbs.twimg.com/profile_images/1001468807624445952/n2ehvBL1_normal.jpg,https://pbs.twimg.com/profile_banners/9624042/1570132556
Christopher M. Connor,SHERWIN-WILLIAMS CO,9667,14331,2007,sherwin-williams,SherwinWilliams,sherwinwilliams,111372861,Sherwin-Williams,SherwinWilliams,"Your neighborhood store for paints, stains, supplies and color. 🎨 Share your project pics using #SWColorLove. 🛒 Order online: https://t.co/up76zy2Uzv",,https://t.co/up76zy2Uzv,04-02-2010,18:00:56 UTC,10713,562,145172,11675,2031,FALSE,TRUE,https://pbs.twimg.com/profile_images/1308428502891474945/0sc7-H0E_normal.jpg,https://pbs.twimg.com/profile_banners/111372861/1600788451
"Jai P. Nagarkatti, Ph.D.",SIGMA-ALDRICH CORP,9699,23291,2007,sigma-aldrich,sigmaaldrich,sigmaaldrich,14055820,Sigma-Aldrich,SigmaAldrich,"🔬🧪🧬A leading provider of lab & production materials, with the expertise to support you as you make your next scientific breakthrough|For US/CA visitors only",,https://t.co/ddVQ96VTnH,28-02-2008,18:00:33 UTC,3356,1672,18955,322,760,FALSE,TRUE,https://pbs.twimg.com/profile_images/915610150362284033/9JhTgrNV_normal.jpg,https://pbs.twimg.com/profile_banners/14055820/1530130361
Douglas L. Rock,SMITH INTERNATIONAL INC,9772,4311,2007,smith international,MCO,mco,366027659,Orlando International Airport,MCO,Welcome to the real McCoy - the official Twitter account of Orlando International Airport. 📞 407-825-2001,"Orlando, Florida",https://t.co/9603m9GbvI,01-09-2011,13:00:03 UTC,45260,1068,73633,46805,7864,FALSE,TRUE,https://pbs.twimg.com/profile_images/1330622145781706756/_ofZ7uLZ_normal.jpg,https://pbs.twimg.com/profile_banners/366027659/1587583444
Timothy P. Smucker,SMUCKER (JM) CO,9777,4330,2007,smucker (jm),smuckers,smuckers,314824715,Smucker's,smuckers,Smucker’s® is committed to offering quality products that bring families together to share memorable meals & moments. Check out @FatherNature for great content!,"Orrville, Ohio",http://t.co/N0kT29wvxE,10-06-2011,21:35:09 UTC,5754,376,24582,29677,584,FALSE,TRUE,https://pbs.twimg.com/profile_images/1161832447719477248/cckgG2o6_normal.jpg,https://pbs.twimg.com/profile_banners/314824715/1565837417
"Henry L. Meyer, III",KEYCORP,9783,3725,2007,keycorp,KeyBank,keybank,488904431,KeyBank,keybank,Helping our communities and clients get ready for tomorrow. Contact customer service @KeyBank_Help. Images shared may be used for marketing. Member FDIC,,http://t.co/puJjRO6Vts,10-02-2012,23:55:44 UTC,5800,2708,23606,8862,1377,FALSE,TRUE,https://pbs.twimg.com/profile_images/1278409489818025985/2TQqfI3y_normal.jpg,https://pbs.twimg.com/profile_banners/488904431/1588942996
Gary C. Kelly,SOUTHWEST AIRLINES,9882,19108,2007,southwest airlines,SOUTHWESTAIR,southwestair,7212562,Southwest Airlines,SouthwestAir,"We run on #SouthwestHeart! Follow to see more from the best Employees and Customers in the world. For a formal response, please use the link provided.","Dallas, Texas",https://t.co/iMRrkv6xri,02-07-2007,19:56:44 UTC,981259,1,2138118,8147,45489,FALSE,TRUE,https://pbs.twimg.com/profile_images/1248295090058973189/D2P-KYJ__normal.jpg,https://pbs.twimg.com/profile_banners/7212562/1605807015
Randall L. Stephenson,AT&T INC,9899,27541,2007,at&t inc,att,att,14620190,AT&T,ATT,Our mission is keeping you connected to the things you love. Our passion is making a difference. We stay connected together.,"Dallas, TX",https://t.co/DJybMBugJ4,01-05-2008,21:52:01 UTC,162365,9098,906687,51184,27137,FALSE,TRUE,https://pbs.twimg.com/profile_images/1266491723208814593/iDokU5r3_normal.png,https://pbs.twimg.com/profile_banners/14620190/1609608575
John F. Lundgren,STANLEY BLACK & DECKER INC,10016,12485,2007,stanley black & decker,StanleyBlkDeckr,stanleyblkdeckr,117789943,Stanley Black & Decker,StanleyBlkDeckr,Stanley Black & Decker provides the tools and innovative solutions you can trust to get the job done — and we have since 1843. #ForThoseWhoMakeTheWorld,"New Britain, CT",http://t.co/OwfwWAucUP,26-02-2010,16:34:00 UTC,1888,353,8023,1087,1033,FALSE,TRUE,https://pbs.twimg.com/profile_images/534427580120571905/qEDM5_-D_normal.jpeg,https://pbs.twimg.com/profile_banners/117789943/1565104279
Ronald E. Logue,STATE STREET CORP,10035,14316,2007,state street,StateStreet,statestreet,331877987,State Street,StateStreet,A leading financial services provider serving some of the world’s most sophisticated institutions. https://t.co/XPi7dZ2KAX,"Boston, MA",https://t.co/kagy7JW8Ig,08-07-2011,21:24:35 UTC,9033,1436,51356,4310,1337,FALSE,TRUE,https://pbs.twimg.com/profile_images/1288826018422312964/agL-pdml_normal.jpg,https://pbs.twimg.com/profile_banners/331877987/1596134090
"Ronald L. Havner, Jr.",PUBLIC STORAGE,10096,26652,2007,public storage,publicstorage,publicstorage,25362591,Public Storage,PublicStorage,"Public Storage has thousands of self-storage locations nationwide, for when you move or just need a little more space. Call 866-687-5396 to reserve or get help.","More than 2,300 locations",https://t.co/0DOsgDtKMW,19-03-2009,19:07:28 UTC,18866,499,3890,1103,1535,FALSE,TRUE,https://pbs.twimg.com/profile_images/884844388328759296/uCJm73RR_normal.jpg,https://pbs.twimg.com/profile_banners/25362591/1577992202
"Charles Elliott Andrews, C.E.",NAVIENT CORP,10121,29627,2007,navient,NavienT,navient,2493169274,Navient,Navient,#TeamNavient helps customers navigate the path to financial success! Email socialmedia@navient.com for customer service. Social media hours: M-F 8 a.m.-5p.m. ET,"Wilmington, DE",https://t.co/GBVLY5ELWd,13-05-2014,15:48:21 UTC,11142,335,4075,1360,1035,FALSE,TRUE,https://pbs.twimg.com/profile_images/1159867166050721792/2nQPFQ0t_normal.jpg,https://pbs.twimg.com/profile_banners/2493169274/1591120668
"James M. Wells, III",SUNTRUST BANKS INC,10187,5291,2007,suntrust banks,SunTrust,suntrust,68506780,SunTrust,SunTrust,SunTrust and BB&T have joined to become Truist. We're building a better future together. https://t.co/wmvY0dyYmx #truist,"Atlanta, GA",https://t.co/KAJ1e2zZgo,24-08-2009,20:58:24 UTC,3731,157,24006,1601,701,FALSE,TRUE,https://pbs.twimg.com/profile_images/1091456247839154177/sVW1CpQ2_normal.jpg,https://pbs.twimg.com/profile_banners/68506780/1606234196
Bruce A. Smith,ANDEAVOR,10466,33938,2007,andeavor,andeavor,andeavor,1566547009,Andeavor,andeavor,"Andeavor has combined with @MarathonPetroCo, creating the leading U.S. refining, midstream and marketing company.",,https://t.co/6nvmTmQpK3,03-07-2013,19:33:15 UTC,1111,597,3583,1183,482,FALSE,TRUE,https://pbs.twimg.com/profile_images/892196500108845057/HGpu435W_normal.jpg,https://pbs.twimg.com/profile_banners/1566547009/1501547822
Richard K. Templeton,TEXAS INSTRUMENTS INC,10499,14274,2007,texas instruments,txinstruments,txinstruments,13613292,Texas Instruments,TXInstruments,"We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips. Tweets by TIers.",Worldwide,https://t.co/izgxWAEEgn,18-02-2008,07:30:29 UTC,23068,1504,88352,3721,5851,FALSE,TRUE,https://pbs.twimg.com/profile_images/1266487550593634306/x45joKak_normal.jpg,https://pbs.twimg.com/profile_banners/13613292/1591291691
Lewis B. Campbell,TEXTRON INC,10519,1561,2007,textron,Textron,textron,1491310134,Textron Inc.,Textron,"Textron is known for its powerful brands such as Bell, Cessna, Beechcraft, Hawker, Jacobsen, Kautex, Lycoming, E-Z-GO & Textron Systems.","Providence, RI",https://t.co/VkdnpQHPiO,07-06-2013,21:25:16 UTC,5046,113,10251,1572,440,FALSE,TRUE,https://pbs.twimg.com/profile_images/514500381112410112/wv_k7mWc_normal.png,https://pbs.twimg.com/profile_banners/1491310134/1531339319
