Company,Handle,Twitter_Descr,verified
TIFFANY & CO,TiffanyAndCo,"TIFFANY & CO.—founded in New York City in 1837—is synonymous with superlative diamonds, innovative jewelry design and expert craftsmanship.",True
TIFFANY & CO,tiffanycli,Tech Attorney & Legal Scholar. Law Prof @BU_Law @BUTechLaw. Fellow @YaleISP. Columnist @MSNBC @MSNBCDaily. https://t.co/AMKz7J1x06,True
TIFFANY & CO,tiffanyshlain,"Mother. Wife. Filmmaker. Red lipstick. Hats. Emmy-Nominated filmmaker, founder Webby Awards and Author of National Bestseller“24/6”- https://t.co/ifcHmL2k2H",True
TIFFANY & CO,Mstiffevans,1/2 of @jawanxtiffany | Get #FINALLY here: https://t.co/WkTnPbGyMF,True
TIFFANY & CO,TiffyEspensen,"actress among other things ❥ in a world of “look at me” people, be a “come with me” kind of person ✨ https://t.co/a9koBUvpe7…",True
TIFFANY & CO,TVWatchtower,Tiffany (티파니) Vogt is Senior Entertainment Reporter for https://t.co/ZS9ij1bgTR and member of Television Critics Association https://t.co/UfvJppSrOH RT's = FYI,True
SCHWAB (CHARLES) CORP,CharlesSchwab,Be a more informed investor. Follow us for news and insights to help you #Ownyourtomorrow. Disclosures: https://t.co/nswxFWPqQc,True
FASTENAL CO,FastenalRacing,Official account for Fastenal Racing and the No.17 Ford in the  NASCAR Cup Series. Find us at https://t.co/p9QX5hPKhp,True
FIRST REPUBLIC BANK,firstrepublic,First Republic is a private bank with service at the forefront. It's a privilege to serve you. Member FDIC. Equal Housing Lender.,True
MGM RESORTS INTERNATIONAL,MGMResortsIntl,Vegas done safely is still Vegas. It’s time to head #BacktoVegas!,True
MGM RESORTS INTERNATIONAL,billhornbuckle,CEO & President of @mgmresortsintl,True
DELL TECHNOLOGIES INC,Dell,Official News from Dell: Delivering technology solutions that enable people everywhere to grow & thrive. Need support? Contact @DellCares.,True
DELL TECHNOLOGIES INC,DellCares,"Dell's Social Media 24X7 Global Support. We're here to listen, help & provide proactive info to our customers.
Order Status: https://t.co/AK71UVSf6u",True
DELL TECHNOLOGIES INC,DellSmbUS,We will be closing this account soon. For more updates please follow @DellSmallBiz,True
DELL TECHNOLOGIES INC,DellCaresPRO,Dell's 24/7 global technical support for business customers. Follow us to get valuable information & support for your company’s IT infrastructure.,True
DELL TECHNOLOGIES INC,CareersAtDell,"Learn about our career opportunities across 180 countries, get insider tips from recruiters, and see what #LifeatDell is like around the world.",True
DELL TECHNOLOGIES INC,RSAsecurity,"We create technology to help you address the challenges of security, risk management and fraud in the digital era. 

For support: @RSASupportDesk",True
EW SCRIPPS,EWScrippsCo,Scripps advances understanding of the world through journalism.,True
OFFICE DEPOT INC,officedepot,"Here to help you #KeepBusinessGoing. #DiscoverDepot products & services, & learn how we are making a #DepotDifference in our communities.",True
BMC SOFTWARE INC,BMCSoftware,"BMC helps customers run and reinvent their businesses with open, scalable, and modular solutions to complex IT problems.",True
STAPLES INC,Staples,"We help teams find fulfillment in Worklife by connecting people, ideas and solutions.",True
ALLERGAN INC,meury_bill,Chief Commercial Officer @allergan,True
NORTONLIFELOCK INC,symantec,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
NORTONLIFELOCK INC,SymantecASIA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
NORTONLIFELOCK INC,SymantecEmail,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
NORTONLIFELOCK INC,SymantecEMEA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
ABBVIE INC,abbvie,AbbVie's global handle featuring biopharmaceutical news & updates managed by our corp digital team. Review our guidelines here: http://t.co/qwZuFRpxk5,True
ELECTRONIC ARTS INC,EA,"Official Twitter account for EA. Follow for updates on all your favorite EA games. For account help, visit https://t.co/5xFg35b7m1 or Tweet @EAHelp",True
ELECTRONIC ARTS INC,EA_SouthAfrica,"Official Twitter account for Electronic Arts Inc South Africa. 
For account help, visit https://t.co/5xFg35b7m1  or Tweet @EAHelp",True
NEWS CORP,newscorp,Official Twitter account of News Corp,True
NEWS CORP,newscorpaus,"We are the #1 destination for news, lifestyle, sport and business and play a key role in the lives of consumers.",True
NEWS CORP,NewsCorpCricket,"Your leading source for all News Corp's cricket content, including news, video, expert analysis and opinion.",True
NEWS CORP,panasonic,This is the official Panasonic Corp account. Find updates about latest Panasonic news all around the world from headquarters in Japan. Tweets in English.,True
NEWS CORP,abcnews,Latest news updates (mostly automated) from the Australian Broadcasting Corp. This is an official @abcaustralia account.,True
NEWS CORP,visitmusiccity,"Official account for Nashville, TN. Follow along as we fill you in on Music City news, events, concerts, travel info, specials, & more. Have questions, ask!",True
NEWS CORP,RobertCorp,"I work for BBC News. Mostly online, sometimes on BBC News Daily, occasional dabbler in radio. Hello to Jason Isaacs",True
NEWS CORP,billbirtles,"China Correspondent, Australian Broadcasting Corp. (ABC), now back in Sydney. 澳大利亚广播公司记者. birtles.bill@abc.net.au",True
NEWS CORP,NewsUK,"The home of The Sun, The Times, The Sunday Times, The TLS, Virgin Radio UK, talkSPORT, Times Radio, talkRADIO, The Fifth and Studio PI",True
NEWS CORP,manilabulletin,Breaking news and stories from different sides. RTs from our journalists. Unparalleled journalism in the Philippines since 1900. #BeFullyInformed,True
NEWS CORP,superracing,"Australia's leading horse, harness and greyhound racing coverage from News Corp newspapers.",True
NEWS CORP,BurberryCorp,"The official Burberry Corporate Twitter account for brand, financial and corporate news.",True
NEWS CORP,CanonUSA,"Welcome to the Official Canon USA corporate Twitter handle. Learn about our corporate philosophy, history, upcoming events & the latest news.",True
NEWS CORP,DynCorpIntl,DynCorp International is now part of Amentum. Follow @Amentum_corp for the latest news.,True
NEWS CORP,CharlesSchwab,Be a more informed investor. Follow us for news and insights to help you #Ownyourtomorrow. Disclosures: https://t.co/nswxFWPqQc,True
NEWS CORP,BofA_News,The power to get the latest 𝙣𝙚𝙬𝙨 📰 and 𝙞𝙣𝙛𝙤𝙧𝙢𝙖𝙩𝙞𝙤𝙣 💻 and 𝙨𝙩𝙖𝙮 𝙘𝙤𝙣𝙣𝙚𝙘𝙩𝙚𝙙 with Bank of America during the #𝗗𝗮𝘃𝗼𝘀𝗔𝗴𝗲𝗻𝗱𝗮.,True
NEWS CORP,CityCorpHeath,"Welcome to the official Hampstead Heath Twitter feed - bringing you the latest news, pics and updates from the Heath team.",True
PTC INC,PTC,PTC unleashes industrial innovation with market-proven solutions that enable companies to drive #digitaltransformation. Learn more: https://t.co/ODzG00fkc5,True
TWITTER INC,Twitter,What's happening?!,True
TWITTER INC,TwitterData,"Data-driven insights about notable moments and conversations from Twitter, Inc., plus tips and tricks to help you get the most out of Twitter data.",True
TWITTER INC,INCIndia,The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,True
TWITTER INC,amazonIN,"The official Twitter feed of https://t.co/UMcqRtZ9hi.
Follow @AmazonNews_IN for the latest news from Amazon India.",True
TWITTER INC,WWE,The official Twitter account of @WWE and its fans worldwide!,True
TWITTER INC,amazon,"Official Twitter account of Amazon. 
Contact @AmazonHelp for customer support.
Follow @AmazonNews for the latest news from Amazon.",True
TWITTER INC,acnnews,"Welcome to the #ACN official Twitter page. ACN Inc. is the largest direct seller of #telecommunications, #energy and essential services in the world. #WeAreACN",True
TWITTER INC,GoPro,Official GoPro Twitter. We make the World's Most Versatile Cameras. Share with #GoPro. Save $200 on a HERO9 Accessory Bundle👇,True
TWITTER INC,WWEUniverse,"Official Twitter account of the WWE Universe, worldwide fans of World Wrestling Entertainment (@WWE), featuring WWE event coverage, RTs, memes, Q&A and more!",True
TWITTER INC,MarvelMusicInc,"The official Twitter for @Marvel music, soundtracks, and more.",True
TWITTER INC,MarvelUK,Official UK & Ireland Marvel Entertainment Twitter account.,True
TWITTER INC,SEGA,"Official Twitter account for SEGA! We publish @Sonic_Hedgehog, @RGGStudio and so many more. Our games are rated by the ESRB from Pending to Mature.",True
TWITTER INC,CanonUSA,"Welcome to the Official Canon USA corporate Twitter handle. Learn about our corporate philosophy, history, upcoming events & the latest news.",True
TWITTER INC,atari,"The Official Atari Twitter!👾 

—Atari PR—
atari@uberstrategist.com",True
TWITTER INC,ASUS,"Official ASUS Twitter. Get the scoop on products, updates and contests. You can also ask us your questions at http://t.co/u3gm4QC9lK",True
TWITTER INC,Stussy,Official Twitter account of Stüssy. Worldwide since 1980.,True
TWITTER INC,InterFM897,Official Twitter of InterFM897,True
TWITTER INC,HondaCanada,The official home of Honda Canada on Twitter!,True
TWITTER INC,ANSYS,Official Ansys Twitter. #engineering #simulation software   #cfd #fea #hpc #electronics #turbomachinery #iot #multiphysics #5G #electrification #autonomous,True
CAESARS ENTERTAINMENT CORP,CaesarsEnt,"Over 50 Destinations. One Empire.
Must be 21+ to gamble. Know When to Stop Before You Start.® 
Gambling problem? Call 800-522-4700.",True
SYNCHRONY FINANCIAL,synchrony,"We’re changing what’s possible for people & businesses in all sorts of ways. For acct support: @AskSynchrony Sun 8a-9p, M/T 8a-10p, W/T 8a-8p, F/S 8a-10p EST",True
CISCO SYSTEMS INC,Cisco,"Official info on Cisco news, events and technology innovation. For help, reach out to @Cisco_Support or @HeyCisco.",True
CISCO SYSTEMS INC,CiscoCollab,"The official Cisco feed for #Collaboration updates, news, and events. Experience the all new #Webex - https://t.co/5YcDmS5dIA",True
CISCO SYSTEMS INC,CiscoLive,"Cisco Live 2021, March 30-31. Visit https://t.co/Yiy93ewjrS to register and for the most up to date conference details of the global digital event. Use #CiscoLive",True
CISCO SYSTEMS INC,CiscoNetworking,"Provide anywhere, anytime access to network resources with the same quality of experience that a wired network delivers. #CiscoDNA #CiscoCMX",True
CISCO SYSTEMS INC,CiscoPartners,"Official feed for the #Cisco Partner Ecosystem: news, info, & insights for partners.",True
CISCO SYSTEMS INC,LearningatCisco,"Drive your success forward with Cisco training & certification programs, including #CCNA #CCNP #CCIE, Specialist & #DevNet. Use #CiscoCert to join conversation.",True
CISCO SYSTEMS INC,ciscoDC,ACI Anywhere. HyperFlex Anywhere. Because data is everywhere. #datacenter #wearecisco #MyCiscoDC,True
CISCO SYSTEMS INC,CiscoPress,The only authorized publisher for #CiscoCert self-study & networking technology materials. Alliance between @Pearson & @Cisco. #CiscoPress,True
CISCO SYSTEMS INC,HeyCisco,"Have questions or feedback? Tag us! We’re here to help connect you to Cisco experts, and we sure do love hearing from you.",True
CISCO SYSTEMS INC,CiscoIT,"We're the ambassadors and experts bringing IT's experience and solutions to you.
Learn more about the team: https://t.co/sGuUcruLRJ",True
CISCO SYSTEMS INC,CiscoNetAcad,Updates on the latest news and events from the Cisco Networking Academy.,True
CITIZENS FINANCIAL GROUP INC,CFGCommercial,"We’re Citizens Commercial Banking, a division of Citizens Financial Group, Inc. Follow us here for news, ideas & perspectives on financial matters for business.",True
XILINX INC,XilinxInc,"Xilinx is the inventor of the #FPGA, programmable SoCs, and now, the #ACAP. 
#AI #DataCenter #5G",True
REGENERON PHARMACEUTICALS,Regeneron,Official channel for Regeneron. We turn science into medicine for people with serious diseases. View our terms of engagement here https://t.co/of3QRL6CsA,True
JONES GROUP INC,DanielJJonesUS,"Advance Democracy, Inc. (https://t.co/TmzKorIUaU). The Penn Quarter Group (https://t.co/p5nGMs9vPd). Fellow @CarrCenter. Former @TeachforAmerica, @FBI, & U.S. Senate.",True
MONSTER BEVERAGE CORP,MonsterEnergy,"#UnleashTheBeast
https://t.co/qgChRebwPI
https://t.co/ul5xeAYPNW 
https://t.co/APqiKknunY
https://t.co/onacwQzm8B",True
VERTEX PHARMACEUTICALS INC,VertexPharma,The official Twitter channel dedicated to media announcements & investor communications from Vertex. https://t.co/sZ4ylSrJeU,True
BIOGEN INC,biogen,Official Twitter channel for Biogen. Focused on cutting-edge science and medicine. Community guidelines: http://t.co/Y0FFAiHjRU,True
PAYPAL HOLDINGS INC,PayPal,"Spend, send, and receive money the way you want, simply and securely, with PayPal. For help, tweet us at @AskPayPal.",True
PAYPAL HOLDINGS INC,PayPalUK,Our Twitter customer support has moved to @AskPayPal. Here you will find news and offers from PayPal UK,True
QUALCOMM INC,Qualcomm,"As we unlock 5G, we’re transforming industries, creating jobs, and enriching lives.",True
QUALCOMM INC,QualcommVenture,"Qualcomm Ventures is the venture investment arm of Qualcomm, Inc. Investing in cutting edge, innovative start-ups.
San Diego, CA",True
GILEAD SCIENCES INC,GileadSciences,The impossible is not impossible. It’s simply what hasn’t been achieved yet. Twitter guidelines: https://t.co/d5rgWCmRtR.,True
WHOLE FOODS MARKET INC,WholeFoods,"We’re the place to discover new flavors, new favorites and new ideas, whatever those might be. Tag your food obsession of the moment with #MakesMeWhole.",True
SYNOPSYS INC,SW_Integrity,"The official Twitter account for @Synopsys Software Integrity. Helping #DevSecOps Build secure, high-quality software faster.",True
TIME WARNER INC,atari,"The Official Atari Twitter!👾 

—Atari PR—
atari@uberstrategist.com",True
TIME WARNER INC,AOL,Discover today's biggest news stories: https://t.co/WrJKNbEpV2.,True
LINDE PLC,Lindeplc,Linde is a world leading gases and engineering company working in more than 100 countries worldwide. Imprint: https://t.co/nCOI9jxjGX…,True
BOSTON SCIENTIFIC CORP,AIRWorldwide,We are the scientific leader of catastrophe risk modeling software and consulting services. #owntherisk,True
STARBUCKS CORP,Starbucks,"To inspire and nurture the human spirit — one person, one cup and one neighborhood at a time.",True
STARBUCKS CORP,StarbucksMY,,True
STARBUCKS CORP,SbuxIndonesia,"Your third place between home & work. Come to our stores for Starbucks moment, that moment to pause & connect with yourself and others. Contact us 1500078",True
STARBUCKS CORP,Starbucks_J,こんにちは。スターバックスの公式アカウントです。お店と同じ心地よい場所にしたいと思っています。パートナー2名で担当しておりお返事しきれないこともあると思いますがご理解ください。なお、店舗・商品などのお問合せは、お客様相談室0120-336-388（10:00-18:00 年中無休）でお受けしております。,True
HEWLETT PACKARD ENTERPRISE,HPE,Official Twitter of Hewlett Packard Enterprise. Sharing our passion for technology & innovation.,True
HEWLETT PACKARD ENTERPRISE,AntonioNeri_HPE,"President & CEO, Hewlett Packard Enterprise
https://t.co/T00YCAB7Fv",True
HEWLETT PACKARD ENTERPRISE,CoffeeCoaching,Let's talk about how Microsoft & Hewlett Packard Enterprise can help resellers accelerate business & better serve SMB customers w/ HPE OEM Microsoft solutions.,True
HEWLETT PACKARD ENTERPRISE,HPE_APAC,Official Twitter of Hewlett Packard Enterprise APAC. Sharing our passion for technology & innovation in a world where everything computes.,True
HEWLETT PACKARD ENTERPRISE,HPE_IN,Welcome to the official Twitter handle of Hewlett Packard Enterprise India. Your IT partner for the New Style of Business. Join the conversation.,True
HEWLETT PACKARD ENTERPRISE,HPE_Careers,"Curious about life at Hewlett Packard Enterprise? Follow us to learn more about our culture & values, careers, university hiring updates and more.",True
HEWLETT PACKARD ENTERPRISE,HPE_UKI,"Official Twitter handle for Hewlett Packard Enterprise UKI.  Insights, news, knowledge and opinions.",True
CSRA INC,CSRA_inc,"Every day CSRA brings next generation thinking, delivered today.",True
ADIENT PLC,Adient,"Adient is one of the world's largest, most comprehensive automotive seating and components suppliers.",True
ALLERGAN PLC,brentlsaunders,"Chairman, Vesper Health; Former Chairman & CEO of Allergan plc. Committed to helping patients through innovation. Pitt Basketball fan.",True
ALLERGAN PLC,meury_bill,Chief Commercial Officer @allergan,True
HUMANA INC,Humana,Pursuing our dream of helping people achieve lifelong well-being. To learn more about Humana visit https://t.co/t4fYofD5t6.  Need help? Tweet @HumanaHelp.,True
HUMANA INC,HumanaHelp,Customer Service for Humana Inc; we’re here to help. Call us at 800-448-6262 or Tweet to us Mon - Fri 8am - 9pm EST,True
INTUIT INC,rinkisethi,"VP & CISO @Twitter | Ex Rubrik Inc., IBM, Palo Alto Networks, Intuit, eBay, Walmart, PG&E | Board Member | Investor | Mom of 2 | Cybersecurity/Tech Geek",True
MICROCHIP TECHNOLOGY INC,MicrochipTech,"8-/16-/32-bit MCUs, analog and Flash-IP solutions. We will be most able to respond to customer questions between the hours of 7 am to 5 pm MST",True
FOSSIL GROUP INC,Fossil,"Follow us for #FossilStyle, our best products and everything in between. Questions or concerns? We’re a tweet away.",True
O'REILLY AUTOMOTIVE INC,oreillyauto,"Share your #projectcars with us and check in for #DIY tips, advice, and all things O'Reilly Auto. 
#OReillyPowered to be featured.",True
ROYAL CARIBBEAN CRUISES LTD,CelebrityCruise,"Official account of Celebrity Cruises | Royal Caribbean Cruises Ltd.1050 Caribbean Way Miami, FL 33132 (305) 341-0204 Privacy Policy: https://t.co/XZNp9GlmHM",True
MARRIOTT INTL INC,MarriottIntl,Welcome to Marriott International's newsroom on Twitter. Tweeting all things travel and hospitality from Marriott International headquarters.,True
URBAN OUTFITTERS INC,UrbanOutfitters,The official UO Twitter.,True
URBAN OUTFITTERS INC,uoeurope,Official Twitter for Urban Outfitters Europe. Got a question about your order? @UOHelpMeEurope will take care of you! 💕,True
EASTMAN CHEMICAL CO,EastmanChemCo,Eastman is a global advanced materials and specialty additives company that produces a broad range of products found in items people use every day.,True
PERSPECTA INC,Perspecta,"Perspecta was formed to take on the big challenges, and we know what it takes to enable our customers to build a better nation. In fact, we do that every day.",True
DOW INC,DowNewsroom,We are a materials science company dedicated to giving our customers the solutions they need to achieve their goals and create a better tomorrow. #SeekTogether,True
DOW INC,DowPackaging,"Developing materials for packaging that is designed with purpose. Working together to ensure it is reusable, recyclable, compostable or biodegradable.",True
DOW INC,DuPont_News,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",True
FOX CORP,newscorp,Official Twitter account of News Corp,True
FOX CORP,20thcentury,Welcome to the Official Twitter page for 20th Century Studios.,True
FOX CORP,FoxResponse,The official response account from Fox Corporation,True
FOX CORP,DaveRic1,Sports Writer for News Corp - Sydney's The Daily and Sunday Telegraph - 2GB Radio - Fox Sports - The Sunday Footy Show - https://t.co/4dNF4TLpS7,True
KONTOOR BRANDS INC,KontoorBrands,Kontoor is a global lifestyle apparel company with a portfolio of iconic denim brands @Wrangler @LeeJeans. Follow us for official company news & updates.,True
CORTEVA INC,corteva,"Corteva Agriscience™, enriching the lives of farmers and consumers, ensuring progress for generations to come.",True
CORTEVA INC,CortevaUS,"When Farmers Succeed, Everyone Wins",True
CORTEVA INC,CortevaCA,"Corteva Agriscience™, enriching the lives of Canadian farmers and consumers, ensuring progress for generations to come. #CdnAg",True
DAVITA INC,DaVita,"Committed to bold, patient-centric care models, implementing the latest technologies and moving toward integrated care offerings for all. #DaVitaWay",True
HENRY SCHEIN INC,HenrySchein,"Henry Schein, Inc. is a solutions company for health care professionals powered by a network of people and technology. We are #TeamSchein!
Nasdaq: $HSIC",True
WATERS CORP,WatersCorp,Improving human health and well-being through the application of high-value analytical technologies and industry leading scientific expertise,True
NETAPP INC,NetApp,"In a world of generalists, we are the specialists. #NetApp​ 

Catch the keynotes, get the learnings, & more! #NetAppINSIGHT 2020 on-demand now: https://t.co/7vJov4tWp9",True
NETAPP INC,NetAppME,"Stay connected with all things #NetApp Middle East: news, data storage products, data management solutions, events & more.",True
NETAPP INC,NetAppEMEA,"In a world of generalists, we are the specialists. #NetApp
Catch the keynotes, get the learnings & more! #NetAppINSIGHT 2020 on-demand: https://t.co/6ox6iCcPF7",True
NETAPP INC,NetAppANZ,"In a world of generalists, we are the specialists. #NetApp

Catch the keynotes, get the learnings & more! #NetAppINSIGHT 2020 on-demand: https://t.co/7vJov4tWp9",True
NETAPP INC,NetAppAPAC,"In a world of generalists, we are the specialists. #NetApp

Join us at #NetAppINSIGHT 2020 Digital from Oct. 26-29. Register now! https://t.co/7vJov4LxNJ",True
NETAPP INC,NetAppSchweiz,"In einer Welt voller Generalisten sind wir der Spezialist. #NetApp
Kommen Sie zur #NetAppINSIGHT Digital vom 26.-29.10. Jetzt anmelden! https://t.co/7vJov4LxNJ",True
NETAPP INC,NetAppAustria,"In einer Welt voller Generalisten sind wir der Spezialist. #NetApp
Kommen Sie zur #NetAppINSIGHT Digital vom 26.-29.10. Jetzt anmelden! https://t.co/7vJov4LxNJ",True
NETAPP INC,NetAppFrance,"Dans un monde rempli de généralistes, nous sommes le spécialiste. #NetApp",True
CITRIX SYSTEMS INC,citrix,The future of work is the space to succeed. We provide technology that empowers organizations to #UnlockPotential & deliver a better employee experience.,True
CITRIX SYSTEMS INC,tminahan,"Citrix Strategy Chief & CMO. Former SAP Cloud CMO and Ariba Strategy Chief. Cloud, Platform, and Digital Transformation Leader. Tech Investor. Family Man.",True
CITRIX SYSTEMS INC,DavidJHenshall,CEO @Citrix,True
HARTFORD FINANCIAL SERVICES,TheHartford,Underwriting human achievement for over two hundred years. Follow us on Instagram: https://t.co/fpIABr62m2,True
ALTABA INC,Yahoo,"Yahoo's official Twitter, sharing the best of our network. For email help: @YahooCare.",True
ALTABA INC,YahooSG,YahooSG's official Twitter account. Send us a tip-off at sgnews.tips@verizonmedia.com | FB: https://t.co/CwnGOsXTiF | Telegram: https://t.co/DBf4dXGKuO,True
ANSYS INC,ANSYS,Official Ansys Twitter. #engineering #simulation software   #cfd #fea #hpc #electronics #turbomachinery #iot #multiphysics #5G #electrification #autonomous,True
ABERCROMBIE & FITCH,Abercrombie,"Show the world your most confident self in your favorite pair of jeans, and you could be featured in our next campaign!

✨This is denim your way. ⤸",True
ABERCROMBIE & FITCH,AbercrombieHelp,The official Customer Service page for Abercrombie & Fitch.,True
ABERCROMBIE & FITCH,abercrombiekids,"✨ this holiday, let’s make the moost of every moment. #playislife ✨ 

🎁 the moost-have gifts are here! shop now ⤵️",True
UNIVISION COMMUNICATIONS INC,Uni_Insights,"Univision Communications Inc - Consumer insights that help brand marketers & agencies develop strategies to win with Hispanics, brought to you by  @Univision",True
MONSTER WORLDWIDE INC,Monster,"Find the right fit. 

https://t.co/bk1wBj1rXY",True
AMAZON.COM INC,amazonIN,"The official Twitter feed of https://t.co/UMcqRtZ9hi.
Follow @AmazonNews_IN for the latest news from Amazon India.",True
AMAZON.COM INC,amazon,"Official Twitter account of Amazon. 
Contact @AmazonHelp for customer support.
Follow @AmazonNews for the latest news from Amazon.",True
AMAZON.COM INC,AmazonHelp,We answer Amazon support questions in English / Deutsch / Español / Português / Français / Italiano / 日本語 / Türkçe / Nederlands / Polski / Čeština / Svenska,True
AMAZON.COM INC,AmazonUK,"Follow https://t.co/i7jkAbIl56 and we'll deliver news, giveaways and deals straight to your timeline. For customer support, @AmazonHelp are here 24/7 every day.",True
AMAZON.COM INC,amazonnews,The official account for news about @Amazon.,True
AMAZON.COM INC,amazon_policy,Amazon Public Policy,True
YUM BRANDS INC,yumbrands,"OFFICIAL Twitter for the parent company of @kfc, @pizzahut, @TacoBell and @HabitBurger.",True
UNITED RENTALS INC,UnitedRentals,"The official Twitter account for United Rentals, Inc. the largest equipment rental company, with 1100+ rental locations throughout North America & Europe.",True
VERISIGN INC,VERISIGN,A global provider of domain name registry services and internet infrastructure.,True
NIELSEN HOLDINGS PLC,nielsen,Helping the world understand media insights. 📺,True
EBAY INC,eBay,"Now offering
No-fee Authenticity Guarantee on select luxury ⌚️ $2K+ and collectible 👟 $100+ 
👀 the blue check
Questions? @AskeBay is here to help.",True
EBAY INC,AskeBay,@AskeBay support hours are from 6AM to 6PM PT - 7 days a week! For help outside of these hours contact eBay Customer Service at https://t.co/KkLYPAhIHT,True
EBAY INC,eBayNewsroom,"Official feed for news, stories and announcements about eBay. Customer Service: @AskeBay",True
EBAY INC,eBay4CharityUS,Our new home is @ebay – see you there!,True
EBAY INC,eBay_UK,"Life comes together when you Buy. Sell. eBay.

For customer support @AskeBay",True
EBAY INC,eBayForBusiness,Helping eBay sellers achieve new levels of success. Listen to the eBay for Business podcast for regular selling tips and stories. https://t.co/Us3S8ukwQf,True
EBAY INC,eBayDealsCanada,"Deep Discounts, Top Brands, Free Shipping! No membership needed for special pricing at eBay Deals. Check out new deals EVERY DAY at https://t.co/nzN89ktNVa.",True
EBAY INC,eBayCanada,The official Twitter for eBay Canada. The world's online marketplace!,True
EBAY INC,eBayAU,"The official Twitter feed for https://t.co/BhPvsPcxfd. Get all the latest news, trends and deals from eBay Australia.",True
EBAY INC,ebaytech,News and updates from eBay's technology teams. For customer service: @AskeBay,True
EBAY INC,ebaymainstreet,We are a global grassroots action network keeping you aware of the public policy issues impacting ecommerce.,True
EBAY INC,ryanspoon,"COO at @betMGM. Formerly SVP Digital & Social @ESPN, SVP Product & Design @ESPN, founder @beRecruited, Polaris Ventures & Dogpatch Labs, @eBay. Go Duke & Pats",True
EBAY INC,eBayDE_News,"Willkommen im eBay Newsroom! Hier teilen wir News, Erfolgsgeschichten & Wissenwertes rund um #eBay, #ecommerce und #Onlinehandel. https://t.co/DonJ6CtM3c",True
EBAY INC,rinkisethi,"VP & CISO @Twitter | Ex Rubrik Inc., IBM, Palo Alto Networks, Intuit, eBay, Walmart, PG&E | Board Member | Investor | Mom of 2 | Cybersecurity/Tech Geek",True
GOLDMAN SACHS GROUP INC,GoldmanSachs,"Official Goldman Sachs Twitter account. Follow us for the latest in global and local economic progress, firm news, and thought leadership content.",True
NVIDIA CORP,nvidia,The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/MeX69boOTQ,True
APTIV PLC,Aptiv,"Aptiv is a global technology company that develops safer, greener and more connected solutions enabling the future of mobility. #ItsOurMove",True
BOOKING HOLDINGS INC,BookingHoldings,"We make it easier for everyone to experience the world through our brands @bookingcom, @kayak, @priceline, @opentable, @agoda and https://t.co/2NxTQDdboS.",True
JUNIPER NETWORKS INC,JuniperNetworks,"Official updates for Juniper Networks’ news, events and product innovation. https://t.co/coVOLG9Q1d",True
JUNIPER NETWORKS INC,ramirahim,CEO @JuniperNetworks. Proud to lead the next wave of networking innovations that matter most to our customers.,True
RED HAT INC,RedHat,"The leading provider of enterprise open source solutions, using a community-powered approach to deliver Linux, cloud, container, and Kubernetes technologies.",True
BLACKROCK INC,blackrock,We are a global investment manager and technology provider. We are invested in your financial well-being. Disclosures: https://t.co/RdhTcNYQRf,True
AKAMAI TECHNOLOGIES INC,Akamai,"Akamai secures and delivers digital experiences for the world’s largest companies, keeping apps and experiences closer to users — and threats far away.",True
CHARTER COMMUNICATIONS INC,GetSpectrum,"America's fastest growing TV, Internet and Voice company

For Spectrum’s full privacy policy, please visit https://t.co/lGXkCDsNUe",True
EXPEDIA GROUP INC,ExpediaGroup,"Travel    @expedia  @hotelsdotcom  @vrbo  @orbitz  @hotwire  @egencia
Partner  @ExpediaLPS  @expediamedia  @expediapartners
Work      @lifeatEG @expediagroupENG",True
FRONTIER COMMUNICATIONS CORP,FrontierCorp,"Official tweets for Frontier Communications, your local provider of phone, internet, and TV. Contact us: @AskFrontier or 1.866.573.9972.",True
NRG ENERGY INC,nrgenergy,"A Fortune 500, NRG is the leading integrated power company in the United States.",True
ILLUMINA INC,illumina,Illumina is dedicated to advancing human health by unlocking the power of the genome.,True
ILLUMINA INC,pschiller,"Apple Fellow, Illumina, Boston College, Bowdoin, Sports Cars, Marine Science, Scuba, Drums, Photography, Prog Rock fan. (PSA: I block haters)",True
TAPESTRY INC,Coach,The original American house of leather.,True
GARMIN LTD,Garmin,Engineered on the inside for life on the outside. Questions? Visit https://t.co/X8hmSwm2ec. For more visit us at https://t.co/8Vs2SYClHA or in person https://t.co/qdt7qb1g5s.,True
PEABODY ENERGY CORP,peabodyenergy,"Peabody is the leading global pure-play coal company, serving power and steel customers in more than 25 countries on six continents.",True
MONDELEZ INTERNATIONAL INC,MDLZ,Official home for news about Mondelēz International and our iconic brands. We empower people to snack right around the world! DM for product questions.,True
