Company,Handle,Twitter_Descr,verified
invesco,KristinaHooper,"Chief Global Market Strategist at Invesco. For disclosure, visit https://t.co/W0SssNoE1h.",True
invesco,BrianLevitt,"Global Market Strategist, North America at Invesco. For important disclosures, please visit https://t.co/W0SssNGeSP",True
capital one financial,CapitalOne,"At Capital One, we’re on a mission to change banking for good by offering great products, services, and rewards to our customers.",True
capital one financial,RelianceCapital,"Reliance Capital, a part of the Anil D Ambani led Reliance Group, is one of India's leading private sector financial services companies.",True
capital one financial,CityPortland,"Official account of the City of Portland. The original one, in Maine. We're the biz, financial, retail & foodie capital -- and largest city! #PortlandME",True
darden restaurants,darden,"Across every one of our unique brands and in every role, we’re creating a company that matters. Official news, updates and stories from Darden Restaurants.",True
perspecta,Perspecta,"Perspecta was formed to take on the big challenges, and we know what it takes to enable our customers to build a better nation. In fact, we do that every day.",True
perspecta,MilitaryBowl,"#MilitaryBowl presented by @Perspecta, benefiting @USOMetroDC | ACC vs. American | Navy-Marine Corps Memorial Stadium

@dctouchdownclub | @patriot_point",True
dow inc,DowNewsroom,We are a materials science company dedicated to giving our customers the solutions they need to achieve their goals and create a better tomorrow. #SeekTogether,True
dow inc,DowPackaging,"Developing materials for packaging that is designed with purpose. Working together to ensure it is reusable, recyclable, compostable or biodegradable.",True
dow inc,DuPont_News,"For over 200 years DuPont has been innovating around you, reinventing itself to bring technology-driven solutions to customers worldwide. Invent a better now.",True
fox,FOXTV,"Watching TV and tweeting like it’s my job, because it is.",True
fox,FOXtvUK,"Official Uncle Daryl and Judith fan account.

Find us on Sky, Virgin Media, TalkTalk, NOW TV & TVPlayer.",True
fox,supportcaleon,@foxphaser,True
fox,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/3gb0b8MMza",True
fox,NFLonFOX,Download the new FOX Sports App now:,True
fox,FOXSports,"We are FOX Sports. 

Download the new FOX Sports App now: https://t.co/2qP5yLnGEY",True
fox,searchlightpics,"The studio that brought you Black Swan, Slumdog Millionaire, 12 Years a Slave, Birdman, Three Billboards, The Shape of Water, The Favourite and Jojo Rabbit.",True
fox,GottliebShow,Host Doug Gottlieb Show on Fox Sports Radio/Iheart App-Fox Sports- Bball Analyst FS1/Stadium/Compass,True
fox,20thcentury,Welcome to the Official Twitter page for 20th Century Studios.,True
fox,foxnation,Fox Nation is an entertainment streaming service with original shows and documentaries dedicated to celebrating America every day.,True
fox,FOXTurkiye,FOX Türkiye Resmi Twitter Profili https://t.co/Uttu2QfYGj https://t.co/wJtdY8XTyx #dahadahaFOX,True
fox,CFBONFOX,Download the new FOX Sports App now!,True
fox,MichaelJFoxOrg,"The Michael J. Fox Foundation is dedicated to  finding better treatments and, ultimately, a cure for Parkinson’s disease. Social Info: https://t.co/01pcnL8pch",True
fox,FoxLifeIndia,Never Stop.,True
fox,MikePereira,Former Vice President of Officiating in the National Football League. Current Rules Analyst at FOX Sports. Referee of Twitters 18th officiating crew,True
fox,TerryFoxCanada,"Official Twitter page of the Terry Fox Foundation. Help us share Terry's message of courage and hope.
""Anything is possible if you try."" - Terry Fox",True
fox,fox5ny,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,True
fox,realmikefox,"Learn more about my new book, No Time Like the Future, at https://t.co/FgU3iPInu1",True
fox,swipathefox,#TIWID,True
fox,AliciaFoxy,"Lady Fox, A source for #wisdom, #freedom, and self discovery, Former #FIRST and #ONLY African American @WWE Divas Champion, and World Explorer",True
kontoor brands,KontoorBrands,Kontoor is a global lifestyle apparel company with a portfolio of iconic denim brands @Wrangler @LeeJeans. Follow us for official company news & updates.,True
corteva,corteva,"Corteva Agriscience™, enriching the lives of farmers and consumers, ensuring progress for generations to come.",True
corteva,CortevaUS,"When Farmers Succeed, Everyone Wins",True
corteva,CortevaCA,"Corteva Agriscience™, enriching the lives of Canadian farmers and consumers, ensuring progress for generations to come. #CdnAg",True
corteva,CortevaUSTurf,"We're in the business of making turf beautiful. Our team is dedicated to providing solutions that deliver maximum control of weeds, insects and diseases.",True
corteva,J_CCollins,"CEO of @Corteva. Committed to shaping the future of #ag. Passionate about serving farmers, engaging stakeholders & sharing good food with great company.",True
dish network,dish_answers,"Welcome to DISH, and thanks for visiting our page. Our Social Media team responds to your posts 7 days a week from 6a – 10p MT.",True
dish network,CBSSportsNet,"24-hour home of CBS Sports. DIRECTV channel 221, Dish Network channel 158 or check your local TV listings.",True
dish network,carriesheffield,"Anchor @JustTheNews, Join us M-F 9-10 AM ET @RealAmVoice on DISH Network Channel 219, Pluto TV Channel 240, Roku, Apple TV or Apple Podcasts.",True
dish network,freespeechtv,"Join the FSTV movement. A network powered by the people. Watch on AppleTV, Dish Network ch. 9415, DirecTV ch. 348, Roku & https://t.co/uIJoeASYkx",True
dish network,DishMx,Dish México es el sistema de televisión satelital formado por MVS Comunicaciones.,True
davita,DaVita,"Committed to bold, patient-centric care models, implementing the latest technologies and moving toward integrated care offerings for all. #DaVitaWay",True
davita,DaVitaCareers,"DaVita Careers: Be different, do what you love",True
henry schein,HenrySchein,"Henry Schein, Inc. is a solutions company for health care professionals powered by a network of people and technology. We are #TeamSchein!
Nasdaq: $HSIC",True
sandisk,SanDisk,"| For Support, please visit https://t.co/0XSHgy5pCp",True
sandisk,SanDiskBrasil,"Histórias da vida contadas através da memória.
http://t.co/g4Jxx36xZ6",True
sandisk,paulreiffer,"Fine-art landscape, cityscape & commercial photographer. Award-winning Phase One Ambassador, SanDisk Storyteller & National Geographic contributor.",True
lauder (estee),EsteeLauder,“Be aware of your infinite possibilities.” - Estée Lauder 💄 Discover all things beauty from Estée Lauder.,True
lauder (estee),EsteeLauderUK,Chat live today with a beauty expert for a one-to-one consultation: https://t.co/R8SDWxa9CZ,True
lauder (estee),EsteeLauderSA,Estée Lauder South Africa Official Twitter: Your source for expert advice on being beautiful. Trends. Tips. More.,True
lauder (estee),EsteeLauderTR,"Estée Lauder Türkiye Resmi Twitter Sayfası. Güzellik hakkında bilmek istediğiniz tüm ipuçları, trendler ve öneriler için uzman kaynağınız.",True
lauder (estee),EsteeLauder_JP,新製品・キャンペーン情報などを発信しています。個別のお問い合わせへの返信はしておりません。下記URLよりフォームへの入力をお願いいたします。,True
lauder (estee),ElizabethHurley,"Mummy, Actress, Estée Lauder Spokesmodel, Bikini Designer, Farmer. https://t.co/AVTzqsxTUb . Instagram: @ElizabethHurley1",True
waters,thisisWATERS,shirts + tanks + LPs + CDs available at the web store!,True
waters,RepMaxineWaters,Proudly serving the people of California's 43rd District in Congress. Chairwoman of the House Financial Services Committee (@FSCDems).,True
waters,rogerwaters,"English rock musician, singer-songwriter, & composer. Best known as bass player, co-lead vocalist, lyricist & principal songwriter in the rock band Pink Floyd.",True
waters,MaxineWaters,The Campaign Committee to Re-Elect Congresswoman Maxine Waters.,True
waters,AliceWaters,,True
waters,JasFly,,True
waters,derekwaterss,Creator of Drunk history. Actor/Writer/Director/Baltimorean A proud member of The Garbage Pail Kids.,True
waters,larissawaters,"Accidental former Canadian, Australian Greens Leader in the Senate, Co-Deputy Leader and Senator for Queensland. Authorised by L.Waters, The Greens, Brisbane.",True
waters,muddywatersre,"Activist short seller, skeptic, First Amendment advocate",True
waters,michaelkiwanuka,"Singer songwriter from North London.
'KIWANUKA' out now.",True
waters,katarinasinfamy,katarina leigh waters- actresse/writer/director extraordinaire and sociopath in training... pansexual polyamorous relationship anarchist... #katarinasinfamy,True
waters,WatersCorp,Improving human health and well-being through the application of high-value analytical technologies and industry leading scientific expertise,True
waters,reesewaters,Host GetUpDC Host District of Champions Podcast IG: Reesewaters.,True
waters,hundredwaters,"@batrypowr, @trayert",True
waters,NestleWatersHQ,"Enhancing quality of life and contributing to a healthier future through responsible water stewardship, environmental sustainability & community partnerships",True
waters,crystalwaters1,Dance Music Icon Crystal Waters Gypsy Woman 100% Pure Love Alex Gaudino Destination Calabria,True
waters,Amanwy,Welsh Labour & Co-op Member of the Senedd for the Llanelli constituency. Welsh Government Deputy Minister for Economy & Transport. Personal views.,True
waters,DarkWatersMovie,"A Todd Haynes film. #DarkWaters
Available now on Blu-ray, DVD and Digital",True
waters,dwaters121,,True
waters,NestleWatersNA,"Enhancing quality of life and contributing to a healthier future through responsible water stewardship, environmental sustainability & community partnerships.",True
netapp,NetApp,"In a world of generalists, we are the specialists. #NetApp​ 

Catch the keynotes, get the learnings, & more! #NetAppINSIGHT 2020 on-demand now: https://t.co/7vJov4tWp9",True
netapp,NetAppEMEA,"In a world of generalists, we are the specialists. #NetApp
Catch the keynotes, get the learnings & more! #NetAppINSIGHT 2020 on-demand: https://t.co/6ox6iCcPF7",True
netapp,NetAppME,"Stay connected with all things #NetApp Middle East: news, data storage products, data management solutions, events & more.",True
netapp,NetAppANZ,"In a world of generalists, we are the specialists. #NetApp

Catch the keynotes, get the learnings & more! #NetAppINSIGHT 2020 on-demand: https://t.co/7vJov4tWp9",True
netapp,NetAppAPAC,"In a world of generalists, we are the specialists. #NetApp

Join us at #NetAppINSIGHT 2020 Digital from Oct. 26-29. Register now! https://t.co/7vJov4LxNJ",True
netapp,NetAppUK,"In a world of generalists, we are the specialists. #NetApp",True
netapp,NetAppAfrica,"In a world of generalists, we are the specialists. #NetApp",True
citrix systems,citrix,The future of work is the space to succeed. We provide technology that empowers organizations to #UnlockPotential & deliver a better employee experience.,True
citrix systems,tminahan,"Citrix Strategy Chief & CMO. Former SAP Cloud CMO and Ariba Strategy Chief. Cloud, Platform, and Digital Transformation Leader. Tech Investor. Family Man.",True
citrix systems,DavidJHenshall,CEO @Citrix,True
hartford financial services,TheHartford,Underwriting human achievement for over two hundred years. Follow us on Instagram: https://t.co/fpIABr62m2,True
alexion pharmaceuticals,AlexionPharma,Alexion is focused on developing & delivering life-changing medicines for people living with rare diseases. Community guidelines: https://t.co/oNr47pAdUs,True
dean foods,TysonFoodsCEO,"#RaisingExpectations
#TysonCommunities",True
ansys,ANSYS,Official Ansys Twitter. #engineering #simulation software   #cfd #fea #hpc #electronics #turbomachinery #iot #multiphysics #5G #electrification #autonomous,True
e trade financial,etrade,"Welcome to E*TRADE. Follow us for financial insights, commentary, product news and educational events. Disclosure: https://t.co/BJtul9VAM5",True
abercrombie & fitch ,Abercrombie,"Show the world your most confident self in your favorite pair of jeans, and you could be featured in our next campaign!

✨This is denim your way. ⤸",True
abercrombie & fitch ,AbercrombieHelp,The official Customer Service page for Abercrombie & Fitch.,True
abercrombie & fitch ,abercrombiekids,"✨ this holiday, let’s make the moost of every moment. #playislife ✨ 

🎁 the moost-have gifts are here! shop now ⤵️",True
national oilwell varco,NOVGlobal,The official Twitter page of National Oilwell Varco.,True
monster worldwide,MonsterWW,"The place for all your @monster worldwide news.

https://t.co/bk1wBj1rXY",True
monster worldwide,Monster,"Find the right fit. 

https://t.co/bk1wBj1rXY",True
monster worldwide,MonsterGaming,Fueling gamers worldwide ⚡️,True
quest diagnostics,QuestDX,Quest Diagnostics empowers people to take action to improve health outcomes.,True
carmax,CarMax,"The way it should be. 
Need help? We're available from 9A-8P ET Mon-Fri at 1-800-519-1511.",True
amazon.com,amazon,"Official Twitter account of Amazon. 
Contact @AmazonHelp for customer support.
Follow @AmazonNews for the latest news from Amazon.",True
amazon.com,AmazonHelp,We answer Amazon support questions in English / Deutsch / Español / Português / Français / Italiano / 日本語 / Türkçe / Nederlands / Polski / Čeština / Svenska,True
amazon.com,amazonIN,"The official Twitter feed of https://t.co/UMcqRtZ9hi.
Follow @AmazonNews_IN for the latest news from Amazon India.",True
amazon.com,AmazonUK,"Follow https://t.co/i7jkAbIl56 and we'll deliver news, giveaways and deals straight to your timeline. For customer support, @AmazonHelp are here 24/7 every day.",True
amazon.com,amazonnews,The official account for news about @Amazon.,True
amazon.com,amazon_policy,Amazon Public Policy,True
amazon.com,AmazonAustralia,Official Twitter account of Amazon Australia. Contact @AmazonHelp for customer support #AmazonAustralia #FoundItOnAmazon,True
amazon.com,amazonBR,Conta oficial da https://t.co/tvgFDKEPXD.  Contate @amazonhelp para Atendimento.,True
ralph lauren,RalphLauren,Defining timeless style since 1967,True
ralph lauren,nachofigueras,"The official Twitter page for Nacho Figueras: Polo player, Ralph Lauren spokesman.",True
ralph lauren,kohliseetu,"Architect, representing Ralph Lauren Home, Fendi Casa and Bentley Home exclusively in India and Armani Casa in Qatar. Co-chair for CII Lifestyle Task Force.",True
ralph lauren,seetukohlihome,"Interior Design and furniture company. Official distributor of Fendi Casa, Roberto Cavalli and Ralph Lauren Home and others. India-Qatar.",True
boston properties,PeterSouhleris,Love buying and rehabbing properties....Architectural Designer/DJ Co-Host on Flipping Boston on A&E and FYI TV,True
yum brands,yumbrands,"OFFICIAL Twitter for the parent company of @kfc, @pizzahut, @TacoBell and @HabitBurger.",True
yum brands,FoodBlogs,"https://t.co/e5twY32p4I makes it fun for foodies, bloggers and brands to discover new blogs and recipes. #yum",True
united rentals,UnitedRentals,"The official Twitter account for United Rentals, Inc. the largest equipment rental company, with 1100+ rental locations throughout North America & Europe.",True
verisign,VERISIGN,A global provider of domain name registry services and internet infrastructure.,True
broadcom,Broadcom,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",True
broadcom,symantec,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
broadcom,SymantecEMEA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
broadcom,SymantecASIA,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
broadcom,SymantecEmail,Symantec Enterprise Security Products are now part of Broadcom. The consumer division is now NortonLifeLock Inc.,True
broadcom,Brocade,Brocade is now a Broadcom Inc. group company. Be sure to follow the @Broadcom page to receive future company updates.,True
nielsen holdings plc,nielsen,Helping the world understand media insights. 📺,True
republic services,RepublicService,Republic Services is an industry leader in U.S. recycling and non-hazardous solid waste disposal. Twitter Customer Service Hours: 8-5 MST (Mon-Fri),True
republic services,familyandlabour,"Republic of Turkey Ministry of Family, Labour and Social Services official Twitter Account.",True
republic services,GovernmentZA,"The official South African Government account, offering easy access to public information and services. Tel: 012 473 0000",True
republic services,MoH_Somalia,"The official Twitter account of the Ministry of Health & Human Services, Federal Republic of Somalia",True
ebay,eBay,"Now offering
No-fee Authenticity Guarantee on select luxury ⌚️ $2K+ and collectible 👟 $150+ 
👀 the blue check
Questions? @AskeBay is here to help.",True
ebay,AskeBay,@AskeBay support hours are from 6AM to 6PM PT - 7 days a week! For help outside of these hours contact eBay Customer Service at https://t.co/KkLYPAhIHT,True
ebay,eBayNewsroom,"Official feed for news, stories and announcements about eBay. Customer Service: @AskeBay",True
ebay,eBay_UK,"Life comes together when you Buy. Sell. eBay.

For customer support @AskeBay",True
ebay,eBay4CharityUS,Our new home is @ebay – see you there!,True
ebay,eBayForBusiness,Helping eBay sellers achieve new levels of success. Listen to the eBay for Business podcast for regular selling tips and stories. https://t.co/Us3S8ukwQf,True
ebay,eBayAU,"The official Twitter feed for https://t.co/BhPvsPcxfd. Get all the latest news, trends and deals from eBay Australia.",True
ebay,ebaytech,News and updates from eBay's technology teams. For customer service: @AskeBay,True
ebay,eBayCanada,The official Twitter for eBay Canada. The world's online marketplace!,True
ebay,eBayDealsCanada,"Deep Discounts, Top Brands, Free Shipping! No membership needed for special pricing at eBay Deals. Check out new deals EVERY DAY at https://t.co/nzN89ktNVa.",True
ebay,ebaymainstreet,We are a global grassroots action network keeping you aware of the public policy issues impacting ecommerce.,True
goldman sachs group,GoldmanSachs,"Official Goldman Sachs Twitter account. Follow us for the latest in global and local economic progress, firm news, and thought leadership content.",True
nvidia,nvidia,The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/MeX69boOTQ,True
nvidia,NVIDIAGeForce,"The ultimate gaming experience for superfans of PC gaming. 
Our new GeForce RTX 30 Series is the #UltimatePlay.",True
nvidia,NVIDIAGeForceUK,Welcome to the official NVIDIA GeForce UK Twitter page! Our new GeForce RTX 30 Series is the #UltimatePlay. 💚,True
nvidia,NVIDIAGFN,"Play anytime, anywhere. GeForce NOW instantly transforms your device into the PC gaming rig you've always dreamed of.",True
nvidia,NVIDIASHIELD,"One box to rule them all. #NVIDIASHIELD is a streaming beast with gaming, smart home, 4K HDR and Google Assistant capabilities.",True
nvidia,NVIDIAHPCDev,See the latest HPC developer news and resources from @NVIDIA.,True
nvidia,NVIDIAEmbedded,"Official NVIDIA handle for all things Embedded (Jetson, Robotics Isaac, Edge AI, Smart Cities, and More.) Get the latest info here.",True
nvidia,NVIDIAGameDev,NVIDIA-related News and Announcements of interest to developers,True
nvidia,NvidiaANZ,"The official Twitter channel for all NVIDIA news, products and events in Australia & New Zealand. Follow us on https://t.co/wfimQAgRp5",True
nvidia,NVIDIAAIDev,Read about the latest AI developer news from @NVIDIA.,True
nvidia,nvidiacc,Official Twitter account for NVIDIA Customer Care.  We are here to help answer your technical questions and provide troubleshooting assistance.,True
nvidia,NVIDIAEU,The official handle for NVIDIA EMEA. Blog: https://t.co/vTHcqf2vaW NVIDIA Social Media: https://t.co/hNwCFFSZ55,True
nvidia,NVIDIAVirt,"Official handle for #NVIDIAvGPU solutions. Get the latest info on the NVIDIA virtualization solutions for enterprise such as #QuadrovDWS, #GRIDvPC & #GRIDvApps",True
nvidia,NVIDIADC,"News & info about GPU accelerated data centers for high performance computing (HPC), supercomputing, AI/deep learning & AI-accelerated analytics.",True
nvidia,NVIDIAAI,Solving the unsolvable with deep learning #IAMAI,True
nvidia,NVIDIAAP,"The official Twitter channel for all NVIDIA news, products and events in Asia Pacific. Follow us on Facebook: https://t.co/1MF7o1e1uO",True
nvidia,NVIDIADesign,"The #NVIDIARTX platform for professional visualization drives the innovation of graphics and #AI, from the desktop to the data center to the cloud.",True
nvidia,NVIDIACreators,🎨 Create at the speed of imagination with GPU acceleration from #NVIDIAStudio. Unleash your creative potential with #RTXStudio systems.,True
aptiv plc,Aptiv,"Aptiv is a global technology company that develops safer, greener and more connected solutions enabling the future of mobility. #ItsOurMove",True
life technologies,SlackHQ,"On a mission to make your working life simpler, more pleasant and more productive. Need help? Send us a tweet! For updates on status, follow @SlackStatus.",True
life technologies,CareersAtDell,"Learn about our career opportunities across 180 countries, get insider tips from recruiters, and see what #LifeatDell is like around the world.",True
life technologies,InfosysCareers,"Move #ForwardWithInfosys in your #career. Get inspiration & insights into life @Infosys, what we do, how we do it & the fun we have doing it #NavigateYourNext",True
life technologies,PKILifeScience,"Global leader in detection solutions, screening technologies, radiochemicals, cellular and preclinical imaging and analysis.",True
life technologies,Skype,"The next generation of Skype from Microsoft gives you better ways to chat, call, and plan fun things to do with the people in your life every day.",True
booking holdings,BookingHoldings,"We make it easier for everyone to experience the world through our brands @bookingcom, @kayak, @priceline, @opentable, @agoda and https://t.co/2NxTQDdboS.",True
reynolds american,coreyreynoldsLA,Actor/Writer/Producer-Resident Alien🤠-All-American-The Closer-Selma-S.O.C-Hairspray(OBC). “The Arts are the tool and the weapon.”-Me #555 #WIM,True
juniper networks,JuniperNetworks,"Official updates for Juniper Networks’ news, events and product innovation. https://t.co/coVOLG9Q1d",True
juniper networks,Juniper_UK,"All the latest official news, events, product and solution information from Juniper Networks UK and across EMEA.",True
juniper networks,Juniper_FR,Toutes les dernières informations de Juniper et de l'industrie #networks #réseaux #sécurité #security,True
juniper networks,ramirahim,CEO @JuniperNetworks. Proud to lead the next wave of networking innovations that matter most to our customers.,True
juniper networks,Juniper_DE,"Hier finden Sie Neuigkeiten, Events, Produkte und Lösungen rund um Juniper. Betrieben von Juniper in Deutschland.  Impressum: http://t.co/GBkfPYqf5X",True
juniper networks,Juniper_Japan,ジュニパーネットワークス株式会社公式Twitterアカウントです。,True
red hat inc,RedHat,"The leading provider of enterprise open source solutions, using a community-powered approach to deliver Linux, cloud, container, and Kubernetes technologies.",True
blackrock inc,blackrock,We are a global investment manager and technology provider. We are invested in your financial well-being. Disclosures: https://t.co/RdhTcNYQRf,True
akamai technologies,Akamai,"Akamai secures and delivers digital experiences for the world’s largest companies, keeping apps and experiences closer to users — and threats far away.",True
expedia group,ExpediaGroup,"Travel    @expedia  @hotelsdotcom  @vrbo  @orbitz  @hotwire  @egencia
Partner  @ExpediaLPS  @expediamedia  @expediapartners
Work      @lifeatEG @expediagroupENG",True
expedia group,jeshuf,"Sr. Manager, Global Social Media at @vrbo, part of Expedia Group. Always looking for new ways to connect with the world. Texas forever. 🌵 #HookEm 🤘🏻",True
agilent technologies,AgilentChem,"Agilent's Chemical Analysis Group offers lab & mobile measurement systems & solutions for enviro, food, forensic, energy/chemical, materials testing & more.",True
edwards lifesciences,EdwardsLifesci,Official feed of Edwards Lifesciences. Committed to addressing the unmet needs of patients with structural heart disease and the critically ill.,True
metlife,MetLife,Navigating life together. For terms and conditions visit https://t.co/Nfck6AS6qJ,True
metlife,MetLifeStadium,"Official page of MetLife Stadium - Home of the New York Football Giants, New York Jets, Super Bowl XLVIII, WrestleMania & the World's biggest events!",True
metlife,PNBMetlife1,"Follow us to get updates on new products, initiatives, and increase your insurance quotient. Get an instant response to queries, Mon-Fri 9.30am – 6.30pm IST.",True
metlife,MetLifeCares,Customer support regarding MetLife Auto & Home® service and claims. M-F 9am - 5pm ET.  Privacy: https://t.co/L80BCe4NgS Terms of Use: https://t.co/dKMGdlNgGx,True
nrg energy,nrgenergy,"A Fortune 500, NRG is the leading integrated power company in the United States.",True
illumina inc,illumina,Illumina is dedicated to advancing human health by unlocking the power of the genome.,True
illumina inc,pschiller,"Apple Fellow, Illumina, Boston College, Bowdoin, Sports Cars, Marine Science, Scuba, Drums, Photography, Prog Rock fan. (PSA: I block haters)",True
tapestry inc,Coach,The original American house of leather.,True
garmin,Garmin,Engineered on the inside for life on the outside. Questions? Visit https://t.co/X8hmSwm2ec. For more visit us at https://t.co/8Vs2SYClHA or in person https://t.co/qdt7qb1g5s.,True
garmin,GarminUK,"You can also find us at https://t.co/LJ1YReNQU2 or https://t.co/aMdXZnJNvB
Product questions? Visit https://t.co/nHvoNRhwQt",True
garmin,GarminFitness,"Get the latest news & info on Garmin Connect, fitness & wellness so you can #BeatYesterday.",True
garmin,GarminFrance,Garmin vous accompagne dans tous vos objectifs ! Rejoignez la communauté de passionnés #running #vélo #trail #trek #rando #auto #moto #marine #golf #gps,True
garmin,GarminCycling,Cycling for cyclists #BeatYesterday,True
garmin,Garmin_Iberia,"Página oficial de Garmin España en Twitter. 

Líder mundial en navegación por satélite. #BeatYesterday",True
garmin,TriathlonParis,🏊 🚴 🏃 Paris a rendez-vous avec son triathlon le 27 juin 2021 ! @GarminFrance #TriathlonParis #Garmin,True
global payments,VisaNews,"@Visa is a global payments technology company that connects consumers, businesses, institutions, and governments to fast, secure, and reliable digital currency.",True
global payments,DiscoverGlobal,"You want to stay ahead of the curve. We’ve got fresh industry perspectives. Together, we’ll help you keep up with what’s happening in the world of payments.",True
peabody energy,peabodyenergy,"Peabody is the leading global pure-play coal company, serving power and steel customers in more than 25 countries on six continents.",True
mondelez international,MDLZ,Official home for news about Mondelēz International and our iconic brands. We empower people to snack right around the world! DM for product questions.,True
mondelez international,DanaAnderson,Redefining the future of marketing at global snacking powerhouse Mondelēz International. Named one of the 100 Most Influential Women in Advertising by Ad Age.,True
prudential financial,Prudential,"We solve Investment, Insurance and Retirement challenges, helping individuals, organizations and communities reach their goals. https://t.co/c65ToDxlxM @PruHelp",True
prudential financial,APRAinfo,The Australian Prudential Regulation Authority (APRA) is the prudential regulator of the Australian financial services industry.,True
prudential financial,ICICIPruLife,"One of India’s leading & award winning private life insurance companies, committed to help you achieve your long term financial goals. https://t.co/yUngK3bo9e",True
prudential financial,Salene,"President, Individual Life Insurance and Prudential Advisors, @Prudential Financial https://t.co/htBzBFH72y",True
prudential financial,pgim,"PGIM is the investment management business of @Prudential Financial, Inc. (USA) → https://t.co/S1eSNERZCT Please read: https://t.co/gLkjMJuLO3",True
prudential financial,BradfordHearn,"President, @Prudential Retail Advice and Solutions, including Prudential Advisors 3,000+ financial professionals delivering financial wellness https://t.co/c65ToDxlxM",True
anthem,anthemgame,"The official Twitter page for Anthem™, from @BioWare and @EA. For game support, please contact @EAHelp. #StrongerTogether",True
anthem,thelowanthem,,True
anthem,anthementgroup,Anthem Entertainment is one of the world’s leading independent music and entertainment content and services companies.,True
anthem,AnthemTheMovie,"Official account of 'Anthem of a Teenage Prophet’ starring Cameron Monaghan, Peyton List & Juliette Lewis. In theaters & on-demand January 11th",True
anthem,AnthemInc,Our companies work to bring affordable quality care to consumers. Follow us for the latest health care insights. Corp responsibility @AnthemFDN,True
anthem,ThinkAnthem,"Exploring ways to improve care delivery, empower consumers & support providers by sharing @AnthemInc & partner insights",True
anthem,AnthemBusiness,"Health benefits are complex, so we're here to help employers and brokers better understand them. An independent licensee of @BCBSAssociation.",True
gamestop,GameStop,"↑↑↓↓←→←→B A START | For support, DM @GameStopHelp or visit https://t.co/PFOjkLLCl5",True
gamestop,GameStopHelp,"Have questions about @GameStop or need help? Let us know! We’re here Monday - Friday, 8 AM - 5 PM Central Time. Power to the Players. #GameStop",True
gamestop,gamestopcorp,Tweets from the @gamestop communications team with news from its family of specialty retail brands. Customer or product issues? Email us at twitter@gamestop.com,True
netflix,netflix,Black Lives Matter. Black Stories Matter. Follow @StrongBlackLead,True
netflix,NetflixFilm,"~This Week on Netflix~ 

Jan 22:

🐯 THE WHITE TIGER
👭 SO MY GRANDMA'S A LESBIAN!

~This Week on Netflix US~ 

Jan 20: 
🙈 SIGHTLESS",True
netflix,NetflixUK,"PSA: Don't watch @bridgerton ep 6 with your mum.

CS: @Netflixhelps",True
netflix,NetflixANZ,"Like normal Netflix, but way more comfortable swearing – An insider look at the shows and movies you love.",True
netflix,Netflixhelps,"For tech issues, please include device & error. For Live Chat or self serve options visit us at https://t.co/GWMes6XGlM",True
netflix,Netflix_PH,Pancakes anyone? 🥞🥞🥞,True
netflix,netflixfamily,"new year, new queue 👇",True
netflix,NetflixNordic,"This is now a Bill Skarsgård AND Björn Mosten stan account.

@Netflixhelps 🇩🇰 🇫🇮 🇳🇴 🇸🇪 🇮🇸",True
netflix,contodonetflix,📺Netflixeando in Spanglish,True
netflix,NetflixIndia,"Netflix and chill-y weather 🥶

Customer service: @NetflixHelps",True
netflix,NXOnNetflix,@Netflix’s home of all things geek.,True
netflix,netflixqueue,"Paying homage to the people, the ideas, and the process of creating great entertainment on @Netflix and beyond.",True
netflix,LuciferNetflix,All hell breaks loose. Season 5 of Lucifer is now streaming on Netflix. Season 6 coming soon.,True
netflix,Busted_Netflix,"🗣떡밥 회수하러 왔다!!! 더 진화된 쌩고생 버라이어티 파이널 시즌🔥
Grab 🍿 and 🔍, the bumbling detectives are back and cracking the last case🔥 Now on Netflix",True
netflix,TheCrownNetflix,"A drama series on the political rivalries and relationships behind Queen Elizabeth II's reign. Season Four is now streaming, only on Netflix.",True
netflix,NarcosNetflix,The birth of Mexico's drug war. Now streaming on @netflix.,True
netflix,NetflixIsAJoke,"Black Lives Matter. Black Stories Matter. Follow 
@StrongBlackLead",True
netflix,NetflixLifee,Twitter account for Netflix fan site. Find us on Facebook: https://t.co/V8Li5HUv4y,True
netflix,StarTrekNetflix,"Discover the unknown. #StarTrekDiscovery Season 1 & 2 now streaming, only on Netflix. Follow @startrekcbs for the US.",True
cme group,CMEGroup,"CME Group is the world’s leading and most diverse derivatives marketplace, made up of four exchanges, CME, CBOT, NYMEX and COMEX.",True
cme group,mogarita8,"Still dreaming @LPGA. Proud ambassador of The CME Group, and lover of all things Trader Joe's. #TeamTitleist #TeamGolf4Her",True
